review_id,review,rating,category,platform,sentiment
838,Incredible value. Better than I expected. Recommending to friends. Really.,5,Clothing,Flipkart,Positive
839,Great experience overall. Customer support was very helpful. Really.,4,Home,Myntra,Positive
840,Cheap and flimsy. Fell apart on first use. Honestly.,2,Clothing,Nykaa,Negative
841,Brilliant! Exactly what I needed. Fast and reliable. Seriously.,5,Clothing,Amazon,Positive
842,Great experience overall. Customer support was very helpful. Really.,4,Beauty,Nykaa,Positive
843,Great experience overall. Customer support was very helpful. Seriously.,4,Clothing,Myntra,Positive
844,Acceptable quality. Would consider buying again maybe. Honestly.,3,Sports,Nykaa,Neutral
845,Garbage product. Complete disappointment. Seriously.,2,Clothing,Meesho,Negative
846,Cheap and flimsy. Fell apart on first use. Really.,2,Clothing,Meesho,Negative
847,Product is nothing like advertised. Totally misleading.,1,Beauty,Nykaa,Negative
848,Perfect product! Zero issues. Very impressed with the quality. Honestly.,5,Sports,Nykaa,Positive
849,"5 stars! Brilliant product, quick shipping, great seller. Really.",5,Electronics,Amazon,Positive
850,Brilliant! Exactly what I needed. Fast and reliable. Really.,5,Sports,Amazon,Positive
851,Very well made. Good materials and solid construction.,4,Sports,Amazon,Positive
852,Incredible value. Better than I expected. Recommending to friends.,4,Sports,Amazon,Positive
853,It arrived on time. Product works. That's about it.,3,Home,Myntra,Neutral
854,Acceptable quality. Would consider buying again maybe. Honestly.,3,Clothing,Meesho,Neutral
855,Extremely disappointed. Product arrived damaged.,2,Beauty,Nykaa,Negative
856,Best purchase I've made this year. Love everything about it! Honestly.,5,Clothing,Amazon,Positive
857,Very well made. Good materials and solid construction. Overall.,5,Clothing,Amazon,Positive
858,Product is nothing like advertised. Totally misleading.,1,Sports,Amazon,Negative
859,Extremely disappointed. Product arrived damaged. Overall.,1,Home,Myntra,Negative
860,"5 stars! Brilliant product, quick shipping, great seller. Overall.",5,Sports,Meesho,Positive
861,Terrible quality. Would not recommend to anyone. Honestly.,2,Clothing,Meesho,Negative
862,Awful product. Doesn't work at all. Very frustrated. Really.,2,Books,Nykaa,Negative
863,Horrible experience. Customer service was useless.,2,Books,Meesho,Negative
864,Defective item. Had to return it. Very annoying process. Really.,1,Home,Flipkart,Negative
865,Love this product! It works like a charm. Highly satisfied. Overall.,5,Sports,Nykaa,Positive
866,Very bad experience. Delayed delivery and broken product. Really.,1,Home,Amazon,Negative
867,It's fine. Delivery was on time. Product is average. Honestly.,3,Sports,Meesho,Neutral
868,Outstanding quality! The packaging was excellent too. Overall.,4,Electronics,Nykaa,Positive
869,"5 stars! Brilliant product, quick shipping, great seller.",5,Beauty,Nykaa,Positive
870,Great experience overall. Customer support was very helpful. Really.,4,Beauty,Meesho,Positive
871,"Fantastic product, works perfectly. Will definitely buy again. Really.",5,Electronics,Nykaa,Positive
872,Very bad experience. Delayed delivery and broken product.,1,Clothing,Amazon,Negative
873,Incredible value. Better than I expected. Recommending to friends. Really.,4,Electronics,Myntra,Positive
874,Do NOT buy this. Total scam. Returned immediately. Honestly.,2,Sports,Flipkart,Negative
875,Very bad experience. Delayed delivery and broken product. Seriously.,1,Sports,Myntra,Negative
876,Awful product. Doesn't work at all. Very frustrated. Overall.,2,Books,Flipkart,Negative
877,Poor quality. Looks cheap and feels cheap. Honestly.,2,Sports,Amazon,Negative
878,"5 stars! Brilliant product, quick shipping, great seller.",4,Electronics,Nykaa,Positive
879,Exceeded my expectations. Great quality and fast delivery.,5,Sports,Myntra,Positive
880,Extremely disappointed. Product arrived damaged. Really.,2,Books,Meesho,Negative
881,Garbage product. Complete disappointment. Honestly.,1,Electronics,Myntra,Negative
882,Incredible value. Better than I expected. Recommending to friends. Really.,4,Books,Meesho,Positive
883,Acceptable quality. Would consider buying again maybe.,3,Electronics,Myntra,Neutral
884,Exceeded my expectations. Great quality and fast delivery. Overall.,5,Electronics,Nykaa,Positive
885,"Not bad, not great. Just a regular product. Overall.",3,Books,Flipkart,Neutral
886,Works as expected. Nothing extraordinary about it. Really.,3,Beauty,Flipkart,Neutral
887,"Fantastic product, works perfectly. Will definitely buy again. Really.",4,Books,Flipkart,Positive
888,Brilliant! Exactly what I needed. Fast and reliable.,4,Books,Flipkart,Positive
889,Worst purchase ever. Complete waste of money. Honestly.,1,Sports,Amazon,Negative
890,Awful product. Doesn't work at all. Very frustrated. Honestly.,1,Books,Nykaa,Negative
891,Very well made. Good materials and solid construction. Honestly.,5,Clothing,Nykaa,Positive
892,"Fantastic product, works perfectly. Will definitely buy again. Seriously.",4,Sports,Meesho,Positive
893,Love this product! It works like a charm. Highly satisfied.,4,Books,Meesho,Positive
894,It's fine. Delivery was on time. Product is average. Honestly.,3,Electronics,Nykaa,Neutral
895,Perfect product! Zero issues. Very impressed with the quality. Seriously.,4,Beauty,Flipkart,Positive
896,Exceeded my expectations. Great quality and fast delivery. Overall.,5,Sports,Myntra,Positive
897,Outstanding quality! The packaging was excellent too. Overall.,4,Home,Nykaa,Positive
898,Best purchase I've made this year. Love everything about it! Honestly.,5,Clothing,Meesho,Positive
899,Do NOT buy this. Total scam. Returned immediately. Honestly.,2,Books,Meesho,Negative
900,Best purchase I've made this year. Love everything about it! Seriously.,4,Beauty,Myntra,Positive
901,Acceptable quality. Would consider buying again maybe. Honestly.,3,Home,Flipkart,Neutral
902,Perfect product! Zero issues. Very impressed with the quality. Honestly.,4,Electronics,Flipkart,Positive
903,Best purchase I've made this year. Love everything about it! Honestly.,5,Books,Myntra,Positive
904,Terrible quality. Would not recommend to anyone. Honestly.,1,Electronics,Flipkart,Negative
905,Brilliant! Exactly what I needed. Fast and reliable. Honestly.,5,Beauty,Amazon,Positive
906,Very happy with this purchase. Exactly as described. Overall.,5,Books,Nykaa,Positive
907,Product is nothing like advertised. Totally misleading. Overall.,2,Electronics,Meesho,Negative
908,Brilliant! Exactly what I needed. Fast and reliable.,4,Sports,Nykaa,Positive
909,Smooth experience from ordering to delivery. Product is top-notch. Overall.,5,Books,Nykaa,Positive
910,Perfect product! Zero issues. Very impressed with the quality. Seriously.,5,Home,Nykaa,Positive
911,Incredible value. Better than I expected. Recommending to friends. Really.,4,Beauty,Myntra,Positive
912,Great experience overall. Customer support was very helpful. Seriously.,5,Electronics,Flipkart,Positive
913,Very happy with this purchase. Exactly as described. Overall.,5,Beauty,Myntra,Positive
914,Extremely disappointed. Product arrived damaged. Honestly.,2,Books,Nykaa,Negative
915,Cheap and flimsy. Fell apart on first use. Really.,2,Clothing,Amazon,Negative
916,"Fantastic product, works perfectly. Will definitely buy again. Seriously.",5,Clothing,Flipkart,Positive
917,Exceeded my expectations. Great quality and fast delivery. Honestly.,4,Sports,Amazon,Positive
918,"5 stars! Brilliant product, quick shipping, great seller. Seriously.",4,Books,Nykaa,Positive
919,Incredible value. Better than I expected. Recommending to friends. Overall.,5,Clothing,Flipkart,Positive
920,Cheap and flimsy. Fell apart on first use. Really.,1,Sports,Flipkart,Negative
921,Incredible value. Better than I expected. Recommending to friends. Overall.,5,Home,Meesho,Positive
922,Acceptable quality. Would consider buying again maybe. Overall.,3,Sports,Meesho,Neutral
923,Perfect product! Zero issues. Very impressed with the quality.,4,Sports,Meesho,Positive
924,Waste of money. Stopped working after 2 days.,2,Beauty,Nykaa,Negative
925,Very happy with this purchase. Exactly as described.,5,Clothing,Amazon,Positive
926,Very happy with this purchase. Exactly as described. Overall.,5,Clothing,Myntra,Positive
927,Love this product! It works like a charm. Highly satisfied. Overall.,4,Books,Meesho,Positive
928,Very bad experience. Delayed delivery and broken product. Honestly.,2,Books,Amazon,Negative
929,Product is nothing like advertised. Totally misleading.,2,Clothing,Amazon,Negative
930,Poor quality. Looks cheap and feels cheap.,2,Home,Meesho,Negative
931,Perfect product! Zero issues. Very impressed with the quality. Honestly.,5,Clothing,Myntra,Positive
932,Incredible value. Better than I expected. Recommending to friends.,4,Sports,Myntra,Positive
933,Perfect product! Zero issues. Very impressed with the quality. Honestly.,5,Clothing,Amazon,Positive
934,Outstanding quality! The packaging was excellent too. Honestly.,4,Sports,Meesho,Positive
935,Great experience overall. Customer support was very helpful. Really.,5,Books,Amazon,Positive
936,Love this product! It works like a charm. Highly satisfied. Really.,4,Electronics,Myntra,Positive
937,Perfect product! Zero issues. Very impressed with the quality. Seriously.,5,Clothing,Amazon,Positive
938,Superb quality and value for money. Totally worth it! Overall.,4,Home,Myntra,Positive
939,Cheap and flimsy. Fell apart on first use. Honestly.,2,Beauty,Amazon,Negative
940,Brilliant! Exactly what I needed. Fast and reliable. Seriously.,4,Books,Meesho,Positive
941,Superb quality and value for money. Totally worth it! Really.,4,Books,Meesho,Positive
942,Average quality. Met basic expectations nothing more. Really.,3,Home,Meesho,Neutral
943,This product is absolutely amazing! Highly recommend it. Honestly.,4,Beauty,Amazon,Positive
944,Poor quality. Looks cheap and feels cheap. Honestly.,2,Beauty,Myntra,Negative
945,It's fine. Delivery was on time. Product is average. Seriously.,3,Beauty,Nykaa,Neutral
946,Horrible experience. Customer service was useless. Overall.,2,Clothing,Myntra,Negative
947,Neither great nor terrible. Decent for the price. Seriously.,3,Clothing,Meesho,Neutral
948,Best purchase I've made this year. Love everything about it!,5,Electronics,Meesho,Positive
949,Terrible product. Broke within a week of use.,1,Beauty,Meesho,Negative
950,Very disappointing. Nothing like the description. Seriously.,2,Clothing,Flipkart,Negative
951,Incredible value. Better than I expected. Recommending to friends. Seriously.,5,Electronics,Myntra,Positive
952,Very bad experience. Delayed delivery and broken product. Really.,1,Home,Flipkart,Negative
953,Love this product! It works like a charm. Highly satisfied. Honestly.,5,Beauty,Flipkart,Positive
954,"5 stars! Brilliant product, quick shipping, great seller. Really.",5,Books,Amazon,Positive
955,Superb quality and value for money. Totally worth it!,5,Beauty,Meesho,Positive
956,Best purchase I've made this year. Love everything about it! Overall.,5,Beauty,Meesho,Positive
957,Brilliant! Exactly what I needed. Fast and reliable. Seriously.,4,Sports,Flipkart,Positive
958,Brilliant! Exactly what I needed. Fast and reliable.,5,Books,Meesho,Positive
959,Incredible value. Better than I expected. Recommending to friends. Really.,5,Electronics,Nykaa,Positive
960,Average product for average price. Pretty standard. Really.,3,Books,Amazon,Neutral
961,Awful product. Doesn't work at all. Very frustrated. Really.,2,Sports,Meesho,Negative
962,Very disappointing. Nothing like the description. Overall.,2,Home,Myntra,Negative
963,Love this product! It works like a charm. Highly satisfied. Seriously.,4,Clothing,Flipkart,Positive
964,Neither great nor terrible. Decent for the price. Seriously.,3,Home,Flipkart,Neutral
965,Great experience overall. Customer support was very helpful. Honestly.,5,Sports,Nykaa,Positive
966,Horrible experience. Customer service was useless. Overall.,1,Clothing,Nykaa,Negative
967,Terrible product. Broke within a week of use. Honestly.,1,Electronics,Meesho,Negative
968,Product is okay. Nothing special but does the job. Overall.,3,Sports,Meesho,Neutral
969,Product is okay. Nothing special but does the job.,3,Books,Nykaa,Neutral
970,Exceeded my expectations. Great quality and fast delivery. Seriously.,5,Clothing,Nykaa,Positive
971,Perfect product! Zero issues. Very impressed with the quality.,4,Home,Flipkart,Positive
972,Incredible value. Better than I expected. Recommending to friends.,4,Beauty,Flipkart,Positive
973,Awful product. Doesn't work at all. Very frustrated. Seriously.,2,Beauty,Nykaa,Negative
974,Superb quality and value for money. Totally worth it! Seriously.,5,Clothing,Flipkart,Positive
975,Awful product. Doesn't work at all. Very frustrated. Really.,2,Sports,Nykaa,Negative
976,Very happy with this purchase. Exactly as described.,5,Books,Myntra,Positive
977,Incredible value. Better than I expected. Recommending to friends. Overall.,5,Sports,Flipkart,Positive
978,Poor quality. Looks cheap and feels cheap.,2,Beauty,Myntra,Negative
979,Superb quality and value for money. Totally worth it! Honestly.,5,Electronics,Amazon,Positive
980,Average product for average price. Pretty standard. Seriously.,3,Sports,Flipkart,Neutral
981,Works as expected. Nothing extraordinary about it. Seriously.,3,Books,Flipkart,Neutral
982,Very happy with this purchase. Exactly as described. Overall.,4,Sports,Nykaa,Positive
983,Garbage product. Complete disappointment. Seriously.,1,Electronics,Meesho,Negative
984,Best purchase I've made this year. Love everything about it! Overall.,5,Sports,Flipkart,Positive
985,Smooth experience from ordering to delivery. Product is top-notch. Seriously.,5,Sports,Meesho,Positive
986,Poor quality. Looks cheap and feels cheap. Overall.,1,Home,Flipkart,Negative
987,Very well made. Good materials and solid construction.,4,Beauty,Myntra,Positive
988,Smooth experience from ordering to delivery. Product is top-notch. Seriously.,5,Electronics,Myntra,Positive
989,Brilliant! Exactly what I needed. Fast and reliable. Honestly.,5,Electronics,Flipkart,Positive
990,Defective item. Had to return it. Very annoying process. Honestly.,1,Electronics,Myntra,Negative
991,Do NOT buy this. Total scam. Returned immediately. Overall.,1,Sports,Flipkart,Negative
992,Incredible value. Better than I expected. Recommending to friends. Honestly.,5,Sports,Nykaa,Positive
993,Poor quality. Looks cheap and feels cheap. Overall.,2,Home,Flipkart,Negative
994,Exceeded my expectations. Great quality and fast delivery.,5,Beauty,Amazon,Positive
995,Horrible experience. Customer service was useless. Honestly.,1,Sports,Meesho,Negative
996,Very disappointing. Nothing like the description. Honestly.,1,Sports,Flipkart,Negative
997,Incredible value. Better than I expected. Recommending to friends.,4,Sports,Nykaa,Positive
998,Exceeded my expectations. Great quality and fast delivery. Honestly.,5,Books,Nykaa,Positive
999,Incredible value. Better than I expected. Recommending to friends. Honestly.,5,Books,Myntra,Positive
1000,Very happy with this purchase. Exactly as described. Overall.,4,Clothing,Myntra,Positive
1001,Product is nothing like advertised. Totally misleading.,2,Clothing,Meesho,Negative
1002,Brilliant! Exactly what I needed. Fast and reliable. Really.,4,Beauty,Myntra,Positive
1003,Perfect product! Zero issues. Very impressed with the quality. Seriously.,4,Beauty,Amazon,Positive
1004,Great experience overall. Customer support was very helpful. Overall.,4,Electronics,Myntra,Positive
1005,Worst purchase ever. Complete waste of money. Honestly.,2,Home,Amazon,Negative
1006,Perfect product! Zero issues. Very impressed with the quality. Really.,4,Sports,Nykaa,Positive
1007,Awful product. Doesn't work at all. Very frustrated.,2,Beauty,Flipkart,Negative
1008,Waste of money. Stopped working after 2 days. Honestly.,1,Sports,Nykaa,Negative
1009,Best purchase I've made this year. Love everything about it! Overall.,4,Clothing,Nykaa,Positive
1010,Superb quality and value for money. Totally worth it! Seriously.,4,Home,Myntra,Positive
1011,Garbage product. Complete disappointment. Seriously.,2,Electronics,Myntra,Negative
1012,It arrived on time. Product works. That's about it. Really.,3,Home,Nykaa,Neutral
1013,Average quality. Met basic expectations nothing more. Overall.,3,Home,Nykaa,Neutral
1014,Very disappointing. Nothing like the description.,1,Home,Nykaa,Negative
1015,Product is okay. Nothing special but does the job. Seriously.,3,Clothing,Nykaa,Neutral
1016,Superb quality and value for money. Totally worth it! Really.,5,Electronics,Myntra,Positive
1017,Do NOT buy this. Total scam. Returned immediately. Really.,2,Sports,Myntra,Negative
1018,Works as expected. Nothing extraordinary about it. Honestly.,3,Electronics,Nykaa,Neutral
1019,Neither great nor terrible. Decent for the price. Really.,3,Books,Meesho,Neutral
1020,Worst purchase ever. Complete waste of money.,2,Beauty,Nykaa,Negative
1021,Neither great nor terrible. Decent for the price. Honestly.,3,Clothing,Nykaa,Neutral
1022,Outstanding quality! The packaging was excellent too. Honestly.,5,Sports,Flipkart,Positive
1023,Best purchase I've made this year. Love everything about it! Really.,4,Books,Nykaa,Positive
1024,It arrived on time. Product works. That's about it. Really.,3,Beauty,Nykaa,Neutral
1025,Fairly standard product. Looks okay. Average quality. Seriously.,3,Sports,Nykaa,Neutral
1026,Average quality. Met basic expectations nothing more. Really.,3,Books,Flipkart,Neutral
1027,Product is nothing like advertised. Totally misleading. Honestly.,2,Home,Myntra,Negative
1028,Very well made. Good materials and solid construction. Really.,5,Clothing,Amazon,Positive
1029,This product is absolutely amazing! Highly recommend it.,5,Sports,Nykaa,Positive
1030,"Fantastic product, works perfectly. Will definitely buy again. Seriously.",4,Books,Amazon,Positive
1031,Cheap and flimsy. Fell apart on first use.,1,Sports,Meesho,Negative
1032,Do NOT buy this. Total scam. Returned immediately. Honestly.,1,Home,Meesho,Negative
1033,"Fantastic product, works perfectly. Will definitely buy again. Seriously.",4,Home,Amazon,Positive
1034,It arrived on time. Product works. That's about it. Really.,3,Beauty,Flipkart,Neutral
1035,Worst purchase ever. Complete waste of money. Honestly.,1,Sports,Meesho,Negative
1036,Defective item. Had to return it. Very annoying process. Really.,2,Home,Meesho,Negative
1037,Terrible quality. Would not recommend to anyone. Overall.,2,Home,Nykaa,Negative
1038,Average product for average price. Pretty standard.,3,Sports,Nykaa,Neutral
1039,Very bad experience. Delayed delivery and broken product.,1,Electronics,Meesho,Negative
1040,Very well made. Good materials and solid construction. Really.,4,Sports,Nykaa,Positive
1041,Perfect product! Zero issues. Very impressed with the quality.,4,Home,Nykaa,Positive
1042,Terrible product. Broke within a week of use. Overall.,1,Home,Meesho,Negative
1043,Works as expected. Nothing extraordinary about it. Honestly.,3,Clothing,Meesho,Neutral
1044,Very well made. Good materials and solid construction.,4,Clothing,Meesho,Positive
1045,"Not bad, not great. Just a regular product. Seriously.",3,Beauty,Nykaa,Neutral
1046,Smooth experience from ordering to delivery. Product is top-notch. Honestly.,4,Home,Myntra,Positive
1047,Best purchase I've made this year. Love everything about it!,5,Beauty,Flipkart,Positive
1048,Average quality. Met basic expectations nothing more. Overall.,3,Books,Flipkart,Neutral
1049,Worst purchase ever. Complete waste of money. Seriously.,1,Beauty,Meesho,Negative
1050,Worst purchase ever. Complete waste of money.,2,Sports,Flipkart,Negative
1051,"5 stars! Brilliant product, quick shipping, great seller. Really.",4,Books,Nykaa,Positive
1052,It's fine. Delivery was on time. Product is average. Really.,3,Clothing,Flipkart,Neutral
1053,Terrible product. Broke within a week of use. Overall.,2,Books,Meesho,Negative
1054,Best purchase I've made this year. Love everything about it! Really.,4,Clothing,Amazon,Positive
1055,Horrible experience. Customer service was useless. Honestly.,1,Home,Meesho,Negative
1056,Terrible product. Broke within a week of use. Really.,2,Clothing,Nykaa,Negative
1057,Cheap and flimsy. Fell apart on first use. Honestly.,2,Electronics,Nykaa,Negative
1058,Poor quality. Looks cheap and feels cheap.,2,Beauty,Nykaa,Negative
1059,Neither great nor terrible. Decent for the price. Seriously.,3,Clothing,Flipkart,Neutral
1060,Very happy with this purchase. Exactly as described. Really.,4,Electronics,Nykaa,Positive
1061,Works as expected. Nothing extraordinary about it. Overall.,3,Electronics,Amazon,Neutral
1062,Best purchase I've made this year. Love everything about it! Overall.,4,Sports,Nykaa,Positive
1063,Awful product. Doesn't work at all. Very frustrated. Honestly.,1,Beauty,Nykaa,Negative
1064,This product is absolutely amazing! Highly recommend it. Overall.,4,Books,Myntra,Positive
1065,Average quality. Met basic expectations nothing more. Honestly.,3,Sports,Amazon,Neutral
1066,Best purchase I've made this year. Love everything about it! Overall.,4,Books,Nykaa,Positive
1067,"Fantastic product, works perfectly. Will definitely buy again.",4,Electronics,Amazon,Positive
1068,Waste of money. Stopped working after 2 days. Honestly.,1,Beauty,Nykaa,Negative
1069,Works as expected. Nothing extraordinary about it. Honestly.,3,Sports,Myntra,Neutral
1070,Great experience overall. Customer support was very helpful. Really.,5,Sports,Nykaa,Positive
1071,Perfect product! Zero issues. Very impressed with the quality. Honestly.,5,Clothing,Nykaa,Positive
1072,Outstanding quality! The packaging was excellent too. Seriously.,4,Electronics,Amazon,Positive
1073,Smooth experience from ordering to delivery. Product is top-notch. Really.,4,Sports,Meesho,Positive
1074,Very happy with this purchase. Exactly as described.,5,Beauty,Flipkart,Positive
1075,"Fantastic product, works perfectly. Will definitely buy again. Overall.",5,Electronics,Myntra,Positive
1076,Love this product! It works like a charm. Highly satisfied. Seriously.,5,Electronics,Myntra,Positive
1077,Perfect product! Zero issues. Very impressed with the quality. Really.,4,Clothing,Myntra,Positive
1078,"Not bad, not great. Just a regular product. Honestly.",3,Electronics,Flipkart,Neutral
1079,Incredible value. Better than I expected. Recommending to friends.,5,Books,Meesho,Positive
1080,Extremely disappointed. Product arrived damaged.,1,Books,Nykaa,Negative
1081,Do NOT buy this. Total scam. Returned immediately. Really.,1,Sports,Myntra,Negative
1082,Garbage product. Complete disappointment. Seriously.,2,Clothing,Myntra,Negative
1083,Fairly standard product. Looks okay. Average quality. Honestly.,3,Beauty,Nykaa,Neutral
1084,Average product for average price. Pretty standard.,3,Home,Flipkart,Neutral
1085,Defective item. Had to return it. Very annoying process. Overall.,2,Beauty,Amazon,Negative
1086,Exceeded my expectations. Great quality and fast delivery. Really.,5,Books,Meesho,Positive
1087,Works as expected. Nothing extraordinary about it. Really.,3,Sports,Myntra,Neutral
1088,Very happy with this purchase. Exactly as described. Really.,4,Electronics,Meesho,Positive
1089,Product is nothing like advertised. Totally misleading.,2,Clothing,Flipkart,Negative
1090,Superb quality and value for money. Totally worth it! Overall.,5,Clothing,Amazon,Positive
1091,Acceptable quality. Would consider buying again maybe. Really.,3,Clothing,Amazon,Neutral
1092,Perfect product! Zero issues. Very impressed with the quality. Seriously.,4,Books,Amazon,Positive
1093,Terrible quality. Would not recommend to anyone. Overall.,1,Home,Amazon,Negative
1094,Smooth experience from ordering to delivery. Product is top-notch. Seriously.,5,Sports,Myntra,Positive
1095,Poor quality. Looks cheap and feels cheap. Really.,2,Clothing,Myntra,Negative
1096,Very happy with this purchase. Exactly as described. Seriously.,5,Books,Flipkart,Positive
1097,Exceeded my expectations. Great quality and fast delivery.,4,Sports,Nykaa,Positive
1098,Love this product! It works like a charm. Highly satisfied.,5,Books,Myntra,Positive
1099,Perfect product! Zero issues. Very impressed with the quality.,5,Clothing,Flipkart,Positive
1100,Great experience overall. Customer support was very helpful.,5,Home,Amazon,Positive
1101,Superb quality and value for money. Totally worth it! Seriously.,4,Home,Amazon,Positive
1102,"5 stars! Brilliant product, quick shipping, great seller.",4,Sports,Meesho,Positive
1103,Horrible experience. Customer service was useless. Really.,2,Beauty,Nykaa,Negative
1104,Very well made. Good materials and solid construction.,5,Clothing,Amazon,Positive
1105,"Not bad, not great. Just a regular product. Seriously.",3,Home,Myntra,Neutral
1106,Very bad experience. Delayed delivery and broken product. Honestly.,2,Clothing,Flipkart,Negative
1107,Very well made. Good materials and solid construction. Overall.,5,Home,Flipkart,Positive
1108,Waste of money. Stopped working after 2 days. Overall.,2,Home,Meesho,Negative
1109,Superb quality and value for money. Totally worth it! Overall.,4,Home,Meesho,Positive
1110,Works as expected. Nothing extraordinary about it. Overall.,3,Sports,Nykaa,Neutral
1111,Exceeded my expectations. Great quality and fast delivery. Seriously.,5,Books,Nykaa,Positive
1112,Product is nothing like advertised. Totally misleading.,2,Home,Meesho,Negative
1113,Poor quality. Looks cheap and feels cheap.,1,Clothing,Meesho,Negative
1114,Very happy with this purchase. Exactly as described.,4,Home,Meesho,Positive
1115,Do NOT buy this. Total scam. Returned immediately. Really.,1,Beauty,Amazon,Negative
1116,Very bad experience. Delayed delivery and broken product. Seriously.,2,Sports,Nykaa,Negative
1117,Love this product! It works like a charm. Highly satisfied. Honestly.,4,Clothing,Myntra,Positive
1118,Average quality. Met basic expectations nothing more.,3,Electronics,Nykaa,Neutral
1119,Extremely disappointed. Product arrived damaged. Honestly.,2,Beauty,Amazon,Negative
1120,Brilliant! Exactly what I needed. Fast and reliable.,4,Beauty,Amazon,Positive
1121,Waste of money. Stopped working after 2 days. Honestly.,1,Sports,Myntra,Negative
1122,Great experience overall. Customer support was very helpful. Really.,5,Clothing,Myntra,Positive
1123,Smooth experience from ordering to delivery. Product is top-notch. Honestly.,5,Beauty,Myntra,Positive
1124,Average product for average price. Pretty standard. Seriously.,3,Sports,Nykaa,Neutral
1125,Best purchase I've made this year. Love everything about it! Seriously.,5,Books,Nykaa,Positive
1126,Product is okay. Nothing special but does the job.,3,Books,Amazon,Neutral
1127,Product is okay. Nothing special but does the job. Really.,3,Home,Nykaa,Neutral
1128,Very happy with this purchase. Exactly as described. Honestly.,5,Home,Meesho,Positive
1129,Waste of money. Stopped working after 2 days. Honestly.,1,Clothing,Flipkart,Negative
1130,Defective item. Had to return it. Very annoying process. Honestly.,2,Clothing,Myntra,Negative
1131,It's fine. Delivery was on time. Product is average. Really.,3,Electronics,Amazon,Neutral
1132,Very disappointing. Nothing like the description. Honestly.,2,Clothing,Amazon,Negative
1133,Smooth experience from ordering to delivery. Product is top-notch. Honestly.,5,Beauty,Nykaa,Positive
1134,Average product for average price. Pretty standard. Really.,3,Home,Nykaa,Neutral
1135,Brilliant! Exactly what I needed. Fast and reliable. Honestly.,5,Books,Flipkart,Positive
1136,Great experience overall. Customer support was very helpful.,4,Home,Flipkart,Positive
1137,Horrible experience. Customer service was useless.,2,Sports,Myntra,Negative
1138,This product is absolutely amazing! Highly recommend it. Overall.,5,Electronics,Nykaa,Positive
1139,Perfect product! Zero issues. Very impressed with the quality. Really.,4,Beauty,Nykaa,Positive
1140,Works as expected. Nothing extraordinary about it. Honestly.,3,Sports,Amazon,Neutral
1141,Terrible quality. Would not recommend to anyone. Really.,1,Home,Amazon,Negative
1142,Awful product. Doesn't work at all. Very frustrated.,2,Electronics,Myntra,Negative
1143,Terrible product. Broke within a week of use. Honestly.,2,Sports,Meesho,Negative
1144,Do NOT buy this. Total scam. Returned immediately. Overall.,2,Books,Myntra,Negative
1145,Perfect product! Zero issues. Very impressed with the quality.,5,Books,Amazon,Positive
1146,Terrible quality. Would not recommend to anyone.,1,Electronics,Myntra,Negative
1147,Average product for average price. Pretty standard. Seriously.,3,Books,Meesho,Neutral
1148,Love this product! It works like a charm. Highly satisfied. Overall.,4,Books,Flipkart,Positive
1149,Horrible experience. Customer service was useless. Seriously.,2,Beauty,Amazon,Negative
1150,Garbage product. Complete disappointment. Honestly.,1,Books,Flipkart,Negative
1151,Perfect product! Zero issues. Very impressed with the quality. Honestly.,4,Clothing,Nykaa,Positive
1152,Fairly standard product. Looks okay. Average quality. Seriously.,3,Clothing,Nykaa,Neutral
1153,It's fine. Delivery was on time. Product is average. Honestly.,3,Home,Meesho,Neutral
1154,Superb quality and value for money. Totally worth it! Really.,4,Sports,Myntra,Positive
1155,Outstanding quality! The packaging was excellent too. Seriously.,4,Clothing,Meesho,Positive
1156,Outstanding quality! The packaging was excellent too.,5,Clothing,Meesho,Positive
1157,Extremely disappointed. Product arrived damaged. Overall.,2,Clothing,Nykaa,Negative
1158,Product is okay. Nothing special but does the job. Overall.,3,Home,Meesho,Neutral
1159,Awful product. Doesn't work at all. Very frustrated. Seriously.,1,Sports,Myntra,Negative
1160,It arrived on time. Product works. That's about it.,3,Beauty,Myntra,Neutral
1161,Outstanding quality! The packaging was excellent too. Overall.,4,Beauty,Nykaa,Positive
1162,Smooth experience from ordering to delivery. Product is top-notch.,4,Clothing,Nykaa,Positive
1163,Perfect product! Zero issues. Very impressed with the quality. Overall.,4,Sports,Amazon,Positive
1164,Defective item. Had to return it. Very annoying process. Seriously.,1,Home,Amazon,Negative
1165,Waste of money. Stopped working after 2 days. Overall.,2,Clothing,Myntra,Negative
1166,This product is absolutely amazing! Highly recommend it.,4,Electronics,Amazon,Positive
1167,Neither great nor terrible. Decent for the price.,3,Beauty,Amazon,Neutral
1168,Worst purchase ever. Complete waste of money.,1,Clothing,Meesho,Negative
1169,Garbage product. Complete disappointment. Seriously.,1,Beauty,Flipkart,Negative
1170,Superb quality and value for money. Totally worth it! Honestly.,4,Books,Meesho,Positive
1171,Waste of money. Stopped working after 2 days. Overall.,2,Clothing,Amazon,Negative
1172,This product is absolutely amazing! Highly recommend it. Honestly.,5,Books,Amazon,Positive
1173,Brilliant! Exactly what I needed. Fast and reliable. Really.,5,Home,Amazon,Positive
1174,Very well made. Good materials and solid construction.,4,Home,Flipkart,Positive
1175,Worst purchase ever. Complete waste of money.,1,Home,Flipkart,Negative
1176,Worst purchase ever. Complete waste of money. Overall.,2,Electronics,Amazon,Negative
