date,category,region,units_sold,discount_pct,sales_amount
2021-08-31,Clothing,West,44,0.34,2813.15
2022-01-01,Furniture,West,14,0.23,17724.65
2023-03-16,Sports,South,14,0.39,4236.94
2023-12-20,Electronics,North,2,0.25,12548.15
2021-09-18,Furniture,North,37,0.33,12331.04
2022-04-02,Electronics,North,5,0.32,8486.25
2021-01-08,Food,South,38,0.14,2694.08
2021-02-16,Electronics,East,45,0.1,7536.65
2022-09-04,Furniture,North,41,0.17,11832.97
2023-08-07,Electronics,South,47,0.19,8889.7
2023-05-19,Clothing,North,14,0.1,2727.68
2023-12-26,Food,South,39,0.36,3176.94
2023-02-16,Clothing,South,25,0.22,2791.4
2022-04-16,Sports,South,20,0.39,2976.22
2022-05-22,Sports,West,2,0.32,3876.36
2023-08-02,Furniture,East,39,0.22,12423.28
2022-12-10,Furniture,North,6,0.38,18831.73
2021-11-14,Electronics,South,17,0.2,11261.05
2022-07-19,Furniture,West,25,0.35,12414.13
2022-01-22,Furniture,South,28,0.14,18446.57
2021-08-20,Furniture,North,2,0.15,12650.7
2021-03-07,Electronics,East,35,0.17,6664.4
2023-05-09,Food,North,37,0.22,2328.41
2021-02-02,Furniture,West,5,0.22,12220.45
2022-05-08,Food,East,1,0.2,1729.32
2022-02-27,Electronics,East,40,0.12,8519.5
2021-05-18,Sports,South,12,0.37,2997.58
2021-07-26,Furniture,West,36,0.24,12507.5
2021-03-10,Sports,South,45,0.16,5187.46
2023-07-04,Food,East,23,0.26,815.67
2021-04-10,Furniture,South,47,0.31,11967.8
2022-05-17,Food,West,31,0.38,1518.73
2021-04-01,Sports,East,11,0.2,4178.23
2023-04-04,Food,South,10,0.04,1713.02
2023-06-18,Electronics,South,3,0.18,7664.25
2022-04-25,Clothing,East,14,0.19,3019.98
2022-03-21,Furniture,West,16,0.36,12872.02
2021-04-26,Sports,North,10,0.16,4203.08
2021-10-14,Furniture,North,29,0.38,12184.12
2023-10-29,Electronics,East,10,0.19,7642.73
2022-08-16,Clothing,North,12,0.39,3669.57
2022-04-25,Electronics,South,30,0.0,7891.54
2022-10-16,Food,North,41,0.36,474.93
2022-10-19,Sports,South,1,0.37,4210.1
2022-05-01,Food,East,5,0.38,1853.47
2022-09-11,Clothing,North,20,0.01,2850.6
2021-10-21,Sports,North,8,0.07,2883.92
2023-12-04,Sports,West,43,0.26,5441.9
2022-03-29,Furniture,North,12,0.01,11942.44
2023-04-27,Furniture,South,1,0.03,11804.79
2022-09-08,Electronics,East,20,0.09,8220.84
2022-07-18,Furniture,East,28,0.2,12295.84
2021-05-05,Food,North,43,0.22,1282.09
2021-12-25,Electronics,East,37,0.01,11300.51
2023-05-25,Electronics,West,47,0.07,8726.61
2023-10-13,Furniture,North,37,0.2,12280.29
2021-04-07,Furniture,North,12,0.24,12335.7
2022-12-07,Food,North,37,0.06,2442.07
2023-02-20,Electronics,West,49,0.16,8548.71
2023-12-11,Sports,South,49,0.36,5809.45
2022-10-15,Food,South,44,0.4,1914.16
2023-05-03,Food,North,28,0.39,1834.25
2023-04-17,Furniture,East,47,0.35,12317.71
2021-11-02,Food,West,15,0.16,1652.69
2022-09-07,Food,West,6,0.27,1569.56
2023-02-10,Electronics,North,44,0.17,8193.53
2022-01-12,Sports,North,20,0.26,6889.49
2023-08-28,Food,North,14,0.12,1549.92
2022-05-09,Clothing,South,2,0.24,3540.98
2022-04-07,Food,South,9,0.21,756.77
2022-09-08,Food,South,37,0.01,1141.74
2021-10-23,Furniture,West,20,0.32,12219.55
2023-08-07,Electronics,North,26,0.0,8215.19
2021-04-29,Furniture,North,29,0.12,11641.64
2023-04-26,Food,North,1,0.0,1977.88
2023-05-04,Food,South,35,0.15,1416.24
2023-12-22,Electronics,South,6,0.03,11904.6
2021-10-02,Sports,South,37,0.37,3960.79
2023-03-07,Electronics,West,5,0.17,8669.31
2022-05-13,Food,North,33,0.18,2044.48
2022-06-07,Electronics,East,49,0.14,8941.57
2022-02-21,Sports,North,14,0.25,4275.24
2022-11-08,Furniture,South,12,0.31,18965.45
2021-06-11,Clothing,North,42,0.26,3119.05
2023-07-11,Clothing,East,20,0.3,2936.79
2023-01-30,Electronics,East,24,0.36,11780.93
2021-07-09,Sports,North,43,0.35,3911.9
2022-01-26,Electronics,West,34,0.27,11936.41
2021-04-16,Clothing,West,25,0.09,2657.17
2022-07-04,Clothing,West,29,0.26,2704.68
2023-02-12,Furniture,East,39,0.2,12303.77
2021-03-22,Furniture,South,31,0.29,11755.95
2021-05-30,Food,East,47,0.33,649.81
2022-01-21,Food,East,43,0.3,1374.38
2022-03-21,Furniture,West,23,0.34,10951.31
2023-09-09,Sports,North,44,0.03,3291.25
2022-03-04,Clothing,East,38,0.01,2400.03
2022-11-13,Sports,South,20,0.1,5512.99
2022-09-13,Sports,South,23,0.36,4143.02
2021-02-01,Furniture,West,45,0.33,11364.0
2022-03-10,Electronics,West,16,0.27,7540.29
2022-01-25,Electronics,South,42,0.28,11084.09
2021-08-29,Food,East,8,0.29,1169.8
2023-09-08,Food,West,21,0.38,1861.94
2022-05-12,Electronics,North,1,0.33,7988.31
2022-02-23,Clothing,North,8,0.25,3040.99
2023-03-24,Sports,North,29,0.27,3999.02
2022-05-06,Electronics,East,32,0.09,7357.59
2022-10-21,Furniture,South,38,0.26,11795.62
2022-08-03,Sports,North,5,0.17,4110.49
2023-02-19,Electronics,East,47,0.06,8484.78
2023-08-13,Food,West,22,0.32,1681.8
2023-12-29,Food,South,47,0.2,2690.3
2023-01-06,Furniture,East,34,0.39,17456.88
2022-09-24,Furniture,West,1,0.11,11248.33
2022-06-20,Electronics,South,26,0.19,7123.79
2023-01-07,Clothing,East,43,0.18,4908.53
2023-11-17,Food,South,10,0.05,1530.15
2023-10-16,Electronics,East,30,0.17,8530.85
2023-08-13,Furniture,West,18,0.12,11777.01
2021-07-21,Electronics,North,17,0.06,8834.38
2023-08-20,Clothing,West,26,0.11,2775.69
2022-10-18,Sports,West,8,0.09,3803.1
2022-02-21,Food,South,47,0.29,1533.48
2023-01-30,Food,South,40,0.01,2042.69
2022-10-03,Sports,East,49,0.25,4209.03
2023-04-28,Sports,North,12,0.3,3477.64
2021-04-04,Sports,South,27,0.19,4093.17
2022-03-30,Clothing,West,8,0.37,2624.58
2021-10-26,Electronics,South,25,0.28,7897.23
2021-02-03,Food,West,46,0.3,812.42
2022-06-19,Sports,West,4,0.08,4436.15
2023-05-06,Furniture,North,33,0.31,11822.08
2022-08-28,Clothing,West,1,0.33,3458.04
2021-11-09,Furniture,West,19,0.14,17631.52
2022-02-06,Food,West,31,0.09,1495.47
2022-11-07,Clothing,East,16,0.15,4962.97
2022-04-17,Food,West,14,0.3,912.26
2023-02-17,Sports,South,48,0.17,3558.84
2022-05-19,Electronics,South,5,0.29,8405.29
2023-10-20,Sports,East,41,0.05,4673.72
2022-11-23,Furniture,North,26,0.32,18008.11
2022-06-12,Clothing,West,28,0.1,2515.22
2023-09-28,Food,West,2,0.1,1341.03
2023-10-02,Food,West,6,0.24,2484.84
2023-08-02,Electronics,East,9,0.03,7333.22
2021-12-11,Furniture,East,33,0.01,18263.99
2022-12-23,Clothing,West,41,0.1,4562.76
2021-12-13,Electronics,West,25,0.22,11421.81
2021-10-14,Furniture,North,48,0.36,11843.11
2023-09-28,Clothing,South,13,0.34,2097.72
2022-01-12,Food,North,9,0.2,2394.11
2021-05-01,Food,South,13,0.01,1716.51
2023-12-10,Furniture,East,31,0.21,17316.92
2021-03-11,Sports,North,41,0.28,4278.32
2021-06-02,Food,North,11,0.14,1167.43
2021-04-10,Electronics,West,4,0.04,7622.15
2021-01-14,Clothing,North,34,0.11,4012.33
2023-04-25,Clothing,East,38,0.31,3330.81
2021-10-09,Electronics,West,46,0.14,7163.08
2022-04-19,Food,East,4,0.32,705.33
2021-05-20,Clothing,South,38,0.13,2703.92
2021-11-06,Electronics,South,19,0.07,11721.21
2021-01-19,Sports,South,6,0.17,6313.31
2022-03-24,Food,East,34,0.18,1454.43
2023-11-02,Sports,East,18,0.01,5955.29
2023-07-23,Furniture,South,13,0.05,11190.09
2023-02-04,Sports,East,41,0.07,3884.82
2021-05-04,Furniture,North,23,0.05,10796.07
2023-09-17,Sports,East,19,0.14,4118.73
2023-09-27,Food,West,45,0.39,1838.65
2021-02-02,Sports,West,11,0.2,3610.23
2021-01-14,Furniture,South,1,0.25,18187.67
2023-12-26,Furniture,North,24,0.14,17780.48
2023-04-23,Sports,South,7,0.13,4616.06
2021-01-25,Electronics,North,25,0.01,12114.01
2021-02-04,Food,East,21,0.2,980.68
2023-12-21,Food,West,15,0.19,2835.49
2022-07-17,Food,East,1,0.06,1913.51
2022-08-11,Food,East,12,0.31,1293.93
2021-02-05,Furniture,South,7,0.2,12247.76
2023-10-26,Clothing,East,15,0.14,3239.76
2023-06-01,Furniture,East,21,0.06,11787.2
2022-01-03,Furniture,South,19,0.22,18032.82
2021-08-08,Clothing,North,29,0.3,3122.26
2021-07-17,Sports,West,25,0.11,3662.18
2023-12-10,Clothing,East,33,0.09,5173.27
2021-11-01,Furniture,East,49,0.21,17011.39
2022-05-09,Food,North,32,0.06,1838.47
2022-01-29,Furniture,North,49,0.27,17390.82
2023-12-15,Electronics,North,35,0.24,11878.23
2022-06-01,Sports,West,44,0.03,3200.9
2022-12-27,Electronics,South,38,0.01,11340.49
2022-07-02,Furniture,North,26,0.25,11956.46
2023-03-24,Sports,South,11,0.12,4036.37
2021-06-11,Food,West,35,0.03,2029.9
2023-02-04,Electronics,South,8,0.3,7800.46
2023-04-12,Clothing,North,46,0.13,3308.2
2023-07-30,Sports,West,14,0.18,3994.87
2022-05-14,Food,South,10,0.09,1788.96
2022-04-08,Food,East,2,0.25,954.03
2022-09-07,Food,South,46,0.12,1544.4
2021-06-15,Food,East,9,0.39,1686.61
2021-03-06,Furniture,East,3,0.28,11751.68
2021-07-11,Furniture,South,21,0.05,12190.47
2023-04-11,Electronics,North,26,0.17,8237.98
2023-02-16,Clothing,East,8,0.15,2741.08
2023-02-12,Sports,West,48,0.21,4387.71
2023-09-02,Sports,North,2,0.34,2848.53
2021-04-25,Clothing,West,6,0.23,2042.32
2021-01-20,Sports,West,28,0.02,5482.89
2021-12-17,Food,East,29,0.26,2390.67
2021-06-19,Sports,North,26,0.0,3622.51
2023-10-21,Furniture,East,25,0.31,11331.13
2023-06-08,Furniture,North,12,0.27,11955.71
2022-11-10,Electronics,North,5,0.12,12050.19
2021-07-15,Food,North,34,0.12,1181.72
2023-12-18,Sports,South,48,0.32,5407.76
2021-03-29,Furniture,North,37,0.31,12003.55
2022-04-16,Clothing,South,15,0.14,3397.47
2022-03-09,Furniture,East,44,0.12,11392.88
2023-09-01,Sports,East,36,0.22,4790.48
2022-07-10,Clothing,South,15,0.0,2716.69
2021-04-06,Furniture,East,43,0.03,11681.65
2021-06-02,Sports,North,48,0.05,4067.14
2022-07-29,Electronics,South,23,0.07,8051.65
2021-03-09,Electronics,South,6,0.2,6883.03
2022-01-03,Furniture,North,46,0.4,17945.92
2022-10-07,Clothing,North,44,0.26,3289.0
2021-02-02,Clothing,West,43,0.02,3513.96
2022-03-01,Electronics,North,45,0.21,7942.12
2021-10-23,Sports,East,21,0.2,3821.95
2023-03-27,Food,West,23,0.06,1862.34
2021-06-07,Clothing,North,43,0.37,3895.89
2022-09-05,Clothing,South,16,0.18,3046.77
2021-11-29,Furniture,West,47,0.4,17908.8
2022-05-08,Sports,South,15,0.17,4628.43
2023-03-08,Furniture,North,25,0.24,11435.11
2022-11-11,Food,West,36,0.04,2281.32
2023-02-26,Clothing,North,11,0.18,4203.83
2021-10-14,Furniture,North,15,0.1,12226.69
2021-06-10,Sports,South,4,0.33,4383.39
2023-10-23,Food,South,21,0.31,1335.65
2022-12-10,Food,North,13,0.33,2543.15
2021-04-20,Food,South,22,0.29,2107.93
2021-07-20,Electronics,North,19,0.33,7242.91
2023-06-15,Food,West,34,0.08,1451.86
2022-04-21,Sports,North,14,0.18,4174.87
2021-06-05,Sports,North,4,0.28,3971.82
2022-11-29,Sports,North,48,0.25,5756.43
2023-03-24,Furniture,East,46,0.29,12697.59
2022-10-31,Clothing,North,27,0.09,3101.81
2021-03-02,Furniture,North,29,0.04,11649.44
2022-07-14,Furniture,South,47,0.37,12492.12
2023-07-12,Furniture,East,28,0.22,12694.88
2023-10-02,Food,West,35,0.06,2070.37
2022-04-13,Furniture,North,8,0.32,11792.19
2022-12-30,Clothing,South,16,0.37,4313.79
2023-02-08,Clothing,North,42,0.07,2479.96
2023-06-04,Furniture,West,36,0.33,12127.0
2022-01-16,Food,North,30,0.37,2799.28
2023-02-18,Electronics,West,18,0.38,8282.09
2021-06-25,Sports,West,2,0.37,4876.03
2022-08-28,Food,North,49,0.22,529.82
2022-05-20,Furniture,North,13,0.14,12070.09
2021-05-31,Clothing,West,4,0.0,3415.83
2021-06-18,Electronics,South,26,0.02,7695.55
2022-07-03,Furniture,East,25,0.17,11434.24
2021-11-12,Sports,North,30,0.16,5396.41
2023-02-18,Furniture,East,11,0.07,12052.2
2021-11-12,Furniture,North,7,0.16,17383.93
2023-03-09,Furniture,East,31,0.07,12736.52
2022-10-11,Clothing,West,44,0.34,3257.47
2023-01-09,Electronics,East,10,0.12,11899.63
2021-08-07,Sports,East,39,0.24,3959.75
2021-07-07,Clothing,North,13,0.2,3540.96
2021-01-11,Clothing,North,31,0.02,5170.45
2022-09-24,Sports,North,7,0.38,3533.04
2023-06-30,Sports,South,49,0.21,3633.42
2023-01-08,Sports,West,42,0.13,5821.33
2022-07-07,Electronics,East,42,0.06,7687.7
2021-07-29,Sports,South,36,0.14,3097.62
2021-09-29,Sports,East,20,0.01,3592.56
2021-06-28,Furniture,South,4,0.15,11648.09
2022-01-19,Electronics,North,7,0.21,11399.92
2023-06-02,Food,North,1,0.35,1720.14
2023-07-09,Sports,West,44,0.27,3937.09
2023-11-16,Clothing,South,45,0.04,4808.64
2023-04-16,Clothing,West,42,0.06,2507.61
2021-07-31,Sports,North,47,0.17,4316.95
2021-02-23,Furniture,West,13,0.08,12072.36
2021-07-03,Electronics,South,22,0.01,7725.77
2022-12-26,Food,West,21,0.32,3052.14
2021-07-10,Electronics,North,22,0.01,8056.35
2022-10-27,Sports,South,28,0.33,3736.73
2023-02-28,Furniture,West,9,0.06,12140.52
2021-01-26,Sports,North,26,0.39,5526.76
2022-08-21,Sports,West,9,0.24,3911.62
2023-04-28,Clothing,North,15,0.29,4014.54
2023-03-06,Clothing,West,10,0.04,2115.2
2021-06-23,Furniture,North,24,0.34,11735.89
2022-05-13,Food,North,42,0.34,1426.2
2023-12-04,Clothing,West,8,0.26,4316.8
2021-12-14,Clothing,South,24,0.2,4249.68
2023-02-19,Furniture,South,16,0.29,12846.62
2021-12-14,Clothing,South,49,0.0,4222.58
2021-10-12,Food,West,26,0.24,1698.42
2022-07-05,Clothing,East,27,0.34,2693.72
2022-09-09,Food,West,37,0.14,1699.59
2022-07-04,Electronics,West,4,0.04,8467.84
2023-10-07,Electronics,North,24,0.17,7962.81
2021-10-26,Clothing,South,19,0.29,2714.09
2021-05-10,Sports,West,36,0.04,3938.24
2021-12-09,Furniture,East,39,0.08,18267.54
2023-06-10,Furniture,South,10,0.06,12433.23
2022-07-20,Clothing,North,25,0.32,3128.51
2023-05-13,Sports,West,18,0.03,3960.25
2022-09-06,Furniture,West,19,0.27,12639.41
2023-09-19,Clothing,North,36,0.15,2686.7
2021-06-07,Clothing,North,10,0.3,2793.87
2023-01-10,Furniture,South,33,0.39,18896.85
2022-05-31,Sports,East,5,0.05,3951.63
2022-05-21,Electronics,North,47,0.13,8329.52
2023-10-13,Sports,East,49,0.32,3556.56
2022-02-05,Food,East,35,0.11,2000.49
2023-07-27,Clothing,West,44,0.09,2424.69
2021-08-08,Clothing,North,34,0.33,2387.53
2021-10-05,Furniture,North,33,0.39,12446.24
2022-09-16,Electronics,South,21,0.22,7819.29
2021-01-14,Electronics,East,17,0.11,11878.81
2023-03-22,Electronics,East,22,0.16,8215.3
2022-11-12,Furniture,South,48,0.07,17854.96
2023-02-18,Sports,South,37,0.3,3476.14
2022-11-06,Furniture,South,15,0.31,17716.04
2023-06-21,Furniture,West,35,0.35,11512.6
2022-11-17,Electronics,South,28,0.01,12580.68
2023-06-01,Furniture,South,7,0.22,12602.85
2021-10-06,Food,North,32,0.09,1079.64
2022-09-08,Sports,West,11,0.14,4217.73
2022-10-19,Electronics,North,10,0.31,7863.72
2022-02-16,Sports,West,9,0.08,4729.71
2023-09-09,Sports,West,14,0.26,5184.72
2022-10-06,Electronics,East,13,0.26,8365.89
2021-12-30,Furniture,West,25,0.38,17743.14
2023-03-27,Furniture,East,2,0.31,11420.54
2022-10-16,Electronics,West,35,0.32,8122.37
2022-08-20,Food,West,7,0.21,1422.05
2023-10-03,Furniture,North,21,0.07,11278.78
2022-05-12,Electronics,West,18,0.17,8039.68
2022-10-30,Food,West,3,0.22,2556.18
2023-02-10,Furniture,East,42,0.27,12402.86
2022-07-29,Sports,North,39,0.24,3419.1
2023-03-16,Furniture,West,41,0.16,11990.79
2023-01-18,Furniture,North,49,0.11,18186.73
2021-08-22,Electronics,South,11,0.07,8246.21
2022-02-14,Electronics,East,39,0.28,7181.87
2022-01-04,Clothing,South,24,0.26,4441.34
2021-02-25,Food,North,46,0.27,1630.51
2023-08-04,Sports,East,19,0.15,3906.72
2022-03-06,Electronics,North,4,0.1,7035.5
2023-06-17,Clothing,North,26,0.3,2924.17
2022-08-20,Food,West,38,0.31,1892.07
2021-05-22,Furniture,East,42,0.18,11714.01
2023-04-18,Food,South,32,0.24,1265.03
2023-10-20,Clothing,West,39,0.15,3698.91
2021-10-13,Clothing,North,45,0.28,2900.08
2022-09-13,Furniture,North,46,0.33,12055.95
2022-05-11,Clothing,West,36,0.28,2067.78
2022-06-02,Food,North,40,0.21,973.57
2021-11-12,Electronics,South,37,0.18,13094.84
2023-05-17,Food,South,33,0.26,2327.76
2023-02-12,Electronics,East,36,0.27,8236.44
2021-06-01,Furniture,North,3,0.22,10856.58
2023-07-09,Furniture,East,9,0.25,11334.16
2023-09-09,Clothing,South,8,0.04,2320.76
2023-04-01,Food,East,33,0.38,813.45
2023-12-31,Food,South,6,0.32,2056.99
2023-11-04,Food,North,41,0.15,2640.37
2023-05-07,Furniture,South,39,0.23,11684.04
2021-03-17,Food,South,4,0.02,1344.78
2023-01-07,Furniture,East,13,0.02,17846.4
2021-06-24,Food,East,49,0.1,1951.62
2021-08-12,Sports,North,2,0.28,4446.61
2022-05-24,Food,South,5,0.34,1581.0
2022-12-29,Sports,North,44,0.22,6639.22
2021-12-07,Electronics,North,27,0.21,11808.57
2021-04-01,Clothing,East,32,0.16,3873.46
2023-03-30,Clothing,North,21,0.06,2696.96
2022-11-11,Sports,West,8,0.05,5015.94
2023-06-01,Food,North,38,0.3,868.54
2021-08-05,Electronics,North,8,0.37,7324.1
2021-01-22,Clothing,East,3,0.18,4129.9
2021-07-21,Food,South,44,0.26,2064.31
2022-06-14,Sports,North,3,0.37,3775.44
2022-03-31,Food,South,22,0.04,822.5
2023-11-12,Food,North,6,0.31,1521.9
2023-11-29,Food,East,2,0.25,2221.24
2022-03-29,Clothing,North,23,0.24,3762.37
2023-07-02,Sports,West,44,0.12,4110.52
2023-02-06,Food,West,2,0.27,1971.94
2023-03-13,Furniture,East,38,0.32,12200.91
2023-08-07,Furniture,West,17,0.05,11236.75
2023-10-22,Food,East,35,0.21,1800.68
2021-11-05,Clothing,West,34,0.04,3930.48
2022-12-08,Clothing,South,23,0.35,4291.61
2021-02-20,Clothing,South,30,0.2,2638.66
2023-09-16,Sports,East,8,0.32,3948.2
2021-08-03,Food,South,22,0.15,1375.69
2022-08-29,Furniture,East,44,0.05,11809.67
2023-05-02,Food,North,36,0.02,1362.06
2021-06-25,Clothing,North,5,0.11,3133.86
2021-08-26,Electronics,North,13,0.1,7862.03
2021-10-18,Clothing,East,29,0.22,2913.7
2022-12-15,Sports,North,31,0.01,6996.09
2022-10-01,Food,North,47,0.21,2019.78
2022-12-04,Clothing,East,16,0.16,4250.76
2023-07-22,Sports,West,42,0.23,4053.35
2022-02-28,Electronics,West,30,0.28,8014.21
2023-12-04,Food,East,16,0.25,2289.98
2023-09-17,Food,South,12,0.39,1489.54
2022-12-15,Sports,West,17,0.06,6043.6
2023-09-03,Sports,West,16,0.17,3874.11
2021-07-19,Furniture,North,12,0.17,11692.73
2023-06-17,Furniture,East,8,0.17,11806.08
2023-07-16,Sports,West,20,0.27,3132.0
2022-10-16,Clothing,South,3,0.2,3347.54
2021-05-18,Food,East,16,0.21,1741.05
2022-09-07,Clothing,East,30,0.17,4005.8
2021-04-02,Sports,North,45,0.4,3402.24
2021-08-24,Sports,South,23,0.37,3798.21
2021-02-16,Food,North,28,0.12,2083.49
2022-12-04,Sports,West,40,0.04,6179.45
2021-08-12,Food,West,5,0.34,2315.77
2021-12-03,Furniture,East,20,0.4,18738.13
2022-05-15,Furniture,North,40,0.12,10785.04
2023-11-23,Clothing,South,44,0.14,4628.69
2021-12-24,Sports,South,1,0.38,6131.33
2021-11-24,Furniture,East,30,0.28,17988.59
2022-11-09,Clothing,West,21,0.12,4282.77
2023-05-24,Furniture,North,20,0.23,12781.04
2023-08-05,Furniture,East,6,0.38,11986.48
2022-04-20,Electronics,East,22,0.32,6431.53
2023-04-10,Electronics,East,18,0.3,7778.72
2022-01-13,Food,South,8,0.29,3285.59
2022-01-17,Clothing,West,39,0.07,3941.48
2023-06-05,Food,North,32,0.33,2108.77
2023-03-22,Clothing,West,33,0.11,3521.24
2021-03-01,Clothing,South,16,0.37,2872.06
2022-02-09,Clothing,South,12,0.15,3094.55
2023-07-10,Food,West,38,0.34,1465.17
2023-05-30,Sports,North,34,0.11,3736.34
2023-03-08,Electronics,South,14,0.21,7665.73
2021-01-10,Clothing,East,36,0.04,5210.33
2022-03-16,Food,East,33,0.26,1413.25
2022-02-26,Furniture,West,23,0.33,11614.0
2022-07-25,Furniture,East,45,0.29,12274.59
2021-05-09,Sports,East,2,0.21,4213.23
2021-07-28,Electronics,West,41,0.02,7253.99
2022-01-18,Sports,West,21,0.37,5677.9
2023-01-20,Clothing,West,2,0.28,3650.6
2022-10-30,Clothing,South,27,0.3,4275.06
2022-02-08,Food,North,9,0.32,1318.63
2023-07-27,Electronics,East,1,0.3,7661.6
2021-08-22,Furniture,North,11,0.18,11749.92
2022-06-22,Electronics,West,3,0.29,7622.91
2023-09-30,Food,North,23,0.25,1408.48
2023-12-17,Sports,North,26,0.34,6617.54
2022-10-04,Electronics,West,4,0.32,8048.67
2023-03-07,Food,South,18,0.02,806.2
2023-03-15,Sports,North,6,0.15,3426.0
2021-08-22,Sports,West,35,0.01,4087.3
2022-12-14,Sports,North,22,0.04,5583.71
2022-12-22,Electronics,East,43,0.24,11904.59
2023-07-27,Electronics,West,15,0.35,9322.85
2021-12-20,Furniture,East,22,0.05,17497.15
2022-09-02,Sports,West,37,0.18,3276.9
2021-06-23,Sports,South,42,0.36,3629.87
2021-10-02,Clothing,West,12,0.33,2100.41
2022-10-04,Clothing,North,47,0.21,3643.05
2021-08-30,Food,South,49,0.31,920.35
2022-05-04,Clothing,North,42,0.21,2513.02
2022-09-18,Clothing,West,38,0.06,2333.28
2021-08-28,Clothing,East,18,0.05,2154.17
2022-01-10,Furniture,East,45,0.08,17972.57
2023-02-04,Clothing,South,35,0.14,2624.42
2021-10-17,Electronics,North,30,0.37,7097.65
2023-11-13,Sports,South,24,0.32,5813.89
2023-03-07,Food,West,42,0.17,1682.83
2023-05-07,Sports,East,30,0.2,3779.01
2021-10-10,Food,North,14,0.11,1799.64
2023-02-25,Electronics,East,6,0.28,8849.27
2023-05-17,Clothing,East,3,0.32,3407.25
2022-01-16,Electronics,West,16,0.1,12107.93
2023-09-24,Clothing,South,7,0.02,3406.1
2021-12-21,Sports,West,14,0.25,7113.56
2021-12-08,Food,North,9,0.23,1529.38
2023-09-30,Electronics,South,15,0.16,8316.36
2022-08-15,Clothing,South,21,0.26,2501.52
2021-10-15,Clothing,East,35,0.22,3120.86
2022-01-19,Clothing,East,2,0.1,3838.96
2022-10-07,Sports,West,27,0.16,4377.95
2023-07-13,Sports,West,2,0.17,4139.96
2021-04-20,Furniture,South,35,0.35,12749.75
2023-01-06,Furniture,West,18,0.38,17864.36
2021-01-20,Electronics,South,14,0.36,11848.45
2023-09-20,Sports,East,20,0.29,3853.45
2021-10-07,Electronics,North,18,0.23,9230.57
2022-02-04,Food,West,10,0.28,1816.75
2023-02-26,Electronics,West,25,0.38,8672.34
2023-11-02,Clothing,West,2,0.1,4862.18
2023-10-11,Furniture,East,25,0.21,12440.98
2023-04-18,Electronics,South,33,0.28,7262.44
2023-10-05,Furniture,North,36,0.27,11720.08
2023-05-02,Electronics,West,31,0.1,7689.34
2023-06-29,Furniture,West,14,0.23,12029.54
2023-09-28,Clothing,South,1,0.32,2948.25
2021-12-09,Electronics,South,46,0.19,11196.16
2021-06-19,Sports,West,16,0.32,4021.47
2021-03-05,Sports,North,46,0.14,2993.75
2022-03-28,Clothing,South,3,0.38,3388.24
2022-08-22,Sports,East,35,0.21,4051.98
2021-03-08,Furniture,South,41,0.24,12622.68
2022-07-17,Food,West,6,0.01,1606.42
2022-04-06,Sports,West,25,0.07,3768.8
2022-08-15,Electronics,West,13,0.25,7211.88
2021-12-11,Sports,South,34,0.17,5802.74
2023-07-26,Furniture,East,8,0.2,11606.14
2023-10-12,Electronics,South,21,0.03,8185.78
2023-11-13,Furniture,South,34,0.33,17789.45
2021-08-20,Clothing,West,4,0.31,3302.46
2021-08-22,Sports,West,25,0.07,4676.92
2022-07-03,Sports,North,15,0.25,3292.96
2023-01-22,Furniture,West,4,0.33,17998.7
2021-03-27,Electronics,North,45,0.26,7976.13
2023-06-23,Food,East,12,0.12,1657.11
2022-03-24,Furniture,West,32,0.26,12343.33
2023-05-21,Sports,South,32,0.08,4793.88
2021-07-29,Food,South,28,0.13,945.26
2022-05-22,Furniture,North,13,0.1,11213.96
2022-09-02,Clothing,East,31,0.22,3094.26
2021-03-08,Food,East,14,0.04,1724.76
2023-07-11,Sports,South,20,0.37,4360.16
2022-06-23,Furniture,East,18,0.13,11619.45
2022-12-15,Sports,North,29,0.09,5211.08
2021-06-28,Food,East,6,0.2,2109.48
2023-06-19,Food,North,32,0.11,1756.24
2021-08-29,Food,South,29,0.21,1310.65
2022-05-01,Sports,West,43,0.14,2926.93
2022-03-06,Clothing,South,2,0.05,2665.45
2022-12-20,Food,West,23,0.11,2597.69
2023-05-27,Food,North,19,0.18,1717.4
2021-12-06,Sports,East,31,0.01,5310.85
2021-10-13,Sports,West,5,0.31,4309.56
2022-02-28,Food,West,19,0.25,1455.9
2022-02-28,Furniture,East,34,0.24,12633.54
2021-05-02,Electronics,North,10,0.22,7651.03
2022-12-20,Clothing,East,25,0.24,4191.51
2023-12-27,Furniture,South,2,0.37,18057.55
2022-07-30,Electronics,East,11,0.0,7791.17
2021-12-11,Food,West,31,0.02,1813.26
2022-10-25,Sports,West,15,0.08,4920.72
2022-08-23,Furniture,North,9,0.07,12710.48
2022-08-16,Furniture,West,23,0.07,11520.04
2022-07-02,Clothing,West,19,0.27,3110.16
2023-11-20,Clothing,West,9,0.18,3734.02
2021-07-15,Electronics,East,35,0.4,8850.62
2021-10-05,Furniture,East,21,0.09,12380.07
2023-04-23,Food,East,9,0.12,2001.83
2021-05-02,Electronics,South,28,0.39,7874.23
2022-07-22,Furniture,West,46,0.33,12587.35
2021-09-17,Food,North,7,0.19,2088.68
2021-09-29,Sports,North,16,0.22,3917.68
2022-05-27,Clothing,South,16,0.34,2425.5
2021-10-27,Clothing,East,33,0.19,3217.6
